JenisSurat,Perihal,Dari/Untuk,Tipe,Teks_Input_Gabungan,Kategori_Target
Masuk,Surat pengantar dan Rencana Penggabungan Usaha (Merger),Direktur Utama PT Modern Multiartha,101 - Surat Dinas,masuk surat pengantar dan rencana penggabungan usaha merger direktur utama pt modern multiartha,SURAT DINAS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Reyhan Putra Mandiri tentang Kerja Sama Operasi Pospay PMI,Direktur Bisnis Jasa Keuangan;,103 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt reyhan putra mandiri tentang kerja sama operasi pospay pmi direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Keputusan Direksi Nomor KD.129/DIR-02/1222 tentang Hari Libur Nasional Tahun 2023,Direktur Human Capital Management;,104 - KD,keluar keputusan direksi nomor kd 129 dir 02 1222 tentang hari libur nasional tahun 2023 direktur human capital management,KD
Keluar,Perjanjian Kerja Sama antara PT Pos Indonensia (Persero) dengan PT Quatro Jasa Solusindo tentang Kemitraan Pospay secara Host to Host,Direktur Bisnis Jasa Keuangan;,105 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonensia persero dengan pt quatro jasa solusindo tentang kemitraan pospay secara host to host direktur bisnis jasa keuangan,SPK DAN PKS
Masuk,Permohonan Bantuan Dana,Panitia Pembangunan Musholla Al Barokah,106 - Surat Dinas,masuk permohonan bantuan dana panitia pembangunan musholla al barokah,SURAT DINAS
Masuk,Pembayaran Manfaat THT Taspen dan THT Multi Guna Sejahtera oleh PT Taspen tidak sesuai dengan Gaji Pokok Terakhir,Vincencius Napitu,108 - surat pribadi,masuk pembayaran manfaat tht taspen dan tht multi guna sejahtera oleh pt taspen tidak sesuai dengan gaji pokok terakhir vincencius napitu,SURAT PRIBADI
Masuk,"Penawaran Kepemilikan Buku ""(bukan) Kisah Sukses Erick Thohir Sebuah Biografi""",Direktur Aman Communication,109 - Surat Dinas,masuk penawaran kepemilikan buku bukan kisah sukses erick thohir sebuah biografi direktur aman communication,SURAT DINAS
Masuk,Turut Termohon Eksekusi,PT Info Solusindo Data Utama,110 - Surat Dinas,masuk turut termohon eksekusi pt info solusindo data utama,SURAT DINAS
Masuk,Somasi III,Irfan Fadila Mawi Law Firm,111 - Surat Dinas,masuk somasi iii irfan fadila mawi law firm,SURAT DINAS
Masuk,Surat Pernyataan,Oranger KCP Sintang,112 - Surat Dinas,masuk surat pernyataan oranger kcp sintang,SURAT DINAS
Keluar,Perjanjian Kerja Sama antara Yayasan BUMN untuk Indonesia dengan PT Pos Indonesia (Persero) tentang Penyaluran Dana Bantuan Pendidikan Kewirausahaan,Direktur Bisnis Jasa Keuangan;,113 - SPK dan PKS,keluar perjanjian kerja sama antara yayasan bumn untuk indonesia dengan pt pos indonesia persero tentang penyaluran dana bantuan pendidikan kewirausahaan direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Sarana Yukti Bandhana dengan PT Pos Indonesia (Persero) tentang Penerimaan Pembayaran Multibiller,Direktur Bisnis Jasa Keuangan;,114 - SPK dan PKS,keluar perjanjian kerja sama antara pt sarana yukti bandhana dengan pt pos indonesia persero tentang penerimaan pembayaran multibiller direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Surat Keputusan Direksi Nomor : SK 2826/DIR- 2/1222 tentang Satuan Tugas Sertifikasi ISO 14001 Sistem Manajemen Lingkungan dan ISO 45001 Sistem Manajemen Keselamatan dan Kesehatan Kerja (K3) Tingkat Pusat,Direktur Human Capital Management;,115 - SK,keluar surat keputusan direksi nomor sk 2826 dir 2 1222 tentang satuan tugas sertifikasi iso 14001 sistem manajemen lingkungan dan iso 45001 sistem manajemen keselamatan dan kesehatan kerja k3 tingkat pusat direktur human capital management,SK
Keluar,Surat Keputusan Direksi Nomor : SK107/DIRUT/0123 tentang Tim Counterpart Assessment Penerapan Good Corprorate Governance Tahun 2022,Direktur Utama;,116 - SK,keluar surat keputusan direksi nomor sk107 dirut 0123 tentang tim counterpart assessment penerapan good corprorate governance tahun 2022 direktur utama,SK
Keluar,Risalah Radir 24 Januari 2023,Direktur Utama;Anggota Direksi;,117 - risalah,keluar risalah radir 24 januari 2023 direktur utama anggota direksi,RISALAH
Masuk,Kerjasama Publikasi,Dewan Pimpinan Pusat Serikat Pekerja PT PLN (Persero),118 - Surat Dinas,masuk kerjasama publikasi dewan pimpinan pusat serikat pekerja pt pln persero,SURAT DINAS
Masuk,Related Party Confirmation Letter,Pjs VP Internal Audit Group PT Industri Telekomunikasi Indonesia (PT INTI),119 - Surat Dinas,masuk related party confirmation letter pjs vp internal audit group pt industri telekomunikasi indonesia pt inti,SURAT DINAS
Masuk,Pembatalan Bantuana SPJ,Pengurus Pusat Persatuan Pensiunan Pos Indonesia,120 - Surat Dinas,masuk pembatalan bantuana spj pengurus pusat persatuan pensiunan pos indonesia,SURAT DINAS
Masuk,upaya banding administratif whatsapp tanggal 3 Januari 2023 yang dikeluarkan PT Pos Indonesia (Persero) Kantor Regional V Surabaya  jalan Krembangan Barat 75 Surabaya,Slamet Wahjudi/085749707991,122 - surat pribadi,masuk upaya banding administratif whatsapp tanggal 3 januari 2023 yang dikeluarkan pt pos indonesia persero kantor regional v surabaya jalan krembangan barat 75 surabaya slamet wahjudi 085749707991,SURAT PRIBADI
Masuk,Telaah dan Saran terhadap Tindak Lanjut AOI atas Review Assessment GCG Tahun 2021  bagian Dewan Komisaris,Komisaris Independen/Ketua KA,123 - Surat Dinas,masuk telaah dan saran terhadap tindak lanjut aoi atas review assessment gcg tahun 2021 bagian dewan komisaris komisaris independen ketua ka,SURAT DINAS
Masuk,Permohonan Sponsorship,PP POLRI Pengurus Daerah Metro Jaya  Tournament Golf Terbuka,124 - proposal,masuk permohonan sponsorship pp polri pengurus daerah metro jaya tournament golf terbuka,PROPOSAL
Keluar,Perjanjian Kerja Sama antara Koperasi Simpan Pinjam Nusantara dengan PT Pos Indonesia (Persero) tentang Layanan Setoran dan Penarikan Simpanan Oren di Kantorpos,Direktur Bisnis Jasa Keuangan;,128 - SPK dan PKS,keluar perjanjian kerja sama antara koperasi simpan pinjam nusantara dengan pt pos indonesia persero tentang layanan setoran dan penarikan simpanan oren di kantorpos direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Berita Acara Kesepakatan Perpanjangan Perjanjian Kerja Sama antara Koperasi Simpan Pinjam Nusantara dengan PT Pos Indonesia (Persero) tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun,Direktur Bisnis Jasa Keuangan;,129 - SPK dan PKS,keluar berita acara kesepakatan perpanjangan perjanjian kerja sama antara koperasi simpan pinjam nusantara dengan pt pos indonesia persero tentang pemotongan uang pensiun untuk angsuran kredit pensiun direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Bank Neo Commerce Tbk tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/POLRI dan Pensiunan yang memperoleh Kredit melalui Bank Neo Commerce,Direktur Bisnis Jasa Keuangan;,130 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt bank neo commerce tbk tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui bank neo commerce direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Surat Perintah Kerja (SPK) Bramasta Noviantara Girindra Wardhana,Corporate Secretary;,131 - SPK dan PKS,keluar surat perintah kerja spk bramasta noviantara girindra wardhana corporate secretary,SPK DAN PKS
Masuk,Pengantar,Ketua BEM Sekolah Tinggi Ilmu Komunikasi Bandung,132 - Surat Dinas,masuk pengantar ketua bem sekolah tinggi ilmu komunikasi bandung,SURAT DINAS
Masuk,Rencana Kunjungan Top Management,Direktur PT Sato Label Solutions,133 - Surat Dinas,masuk rencana kunjungan top management direktur pt sato label solutions,SURAT DINAS
Keluar,PKS antara PT Pos Indonesia (Persero) dengan Kantor Hukum Oktania Wardhana & Partners tentang Pengadaan Jasa Penasihat Hukum,Corporate Secretary;,135 - SPK dan PKS,keluar pks antara pt pos indonesia persero dengan kantor hukum oktania wardhana partners tentang pengadaan jasa penasihat hukum corporate secretary,SPK DAN PKS
Keluar,Laporan Keuangan,Direktur Utama;,136 - laporan,keluar laporan keuangan direktur utama,LAPORAN
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Dapensi Trio Usaha tentang Pengadaan Jasa Tenaga Alih Daya Cleaning Service Tahun 2023,Direktur Keuangan dan Manajemen Risiko;,137 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt dapensi trio usaha tentang pengadaan jasa tenaga alih daya cleaning service tahun 2023 direktur keuangan dan manajemen risiko,SPK DAN PKS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Dapensi Trio Usaha tentang Pekerjaan Jasa Keamanan Kantor Kerja di Wilayah Regional I - VI dan Kantor Pusat PT Pos Indonesia (Persero) Tahun 2023,Direktur Keuangan dan Manajemen Risiko;,138 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt dapensi trio usaha tentang pekerjaan jasa keamanan kantor kerja di wilayah regional i vi dan kantor pusat pt pos indonesia persero tahun 2023 direktur keuangan dan manajemen risiko,SPK DAN PKS
Keluar,Adendum Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Bullion Ecosystem International tentang Penggunaan Platform Bulion Ecosystem International sebagai Digital Platform Diversifikasi Layanan Yang Terintegrasi dengan Sistem Perdagangan Fisik Emas Digital Dalam Bursa,Direktur Utama;,140 - SPK dan PKS,keluar adendum perjanjian kerja sama antara pt pos indonesia persero dengan pt bullion ecosystem international tentang penggunaan platform bulion ecosystem international sebagai digital platform diversifikasi layanan yang terintegrasi dengan sistem perdagangan fisik emas digital dalam bursa direktur utama,SPK DAN PKS
Keluar,Adendum II atas Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Abi Komoditi Berjangka tentang Kemitraan Perantara Perdagangan Fisik Emas Digital dalam Bursa,Direktur Utama;,141 - SPK dan PKS,keluar adendum ii atas perjanjian kerja sama antara pt pos indonesia persero dengan pt abi komoditi berjangka tentang kemitraan perantara perdagangan fisik emas digital dalam bursa direktur utama,SPK DAN PKS
Masuk,Pelaksanaan Penerapan Skema Harga Pemrosesan Transaksi Pembayaran antara Indonesia dengan Thailand menggunakan QRIS Atarnegara,Direktur Eksekutif Asosiasi Sistem Pembayararn Indonensia (ASPI),142 - Surat Dinas,masuk pelaksanaan penerapan skema harga pemrosesan transaksi pembayaran antara indonesia dengan thailand menggunakan qris atarnegara direktur eksekutif asosiasi sistem pembayararn indonensia aspi,SURAT DINAS
Keluar,Risalah Radir 31 Januari 2023,Direktur Utama;Anggota Direksi;,143 - risalah,keluar risalah radir 31 januari 2023 direktur utama anggota direksi,RISALAH
Keluar,Keputusan Direksi tentang Kemitraan O-Ranger,Direktur Bisnis Kurir dan Logistik;,144 - KD,keluar keputusan direksi tentang kemitraan o ranger direktur bisnis kurir dan logistik,KD
Keluar,Keputusan Direksi Nomor : KD 90/DIRUT/1022 tentang Biaya Pemakaian Sepeda Motor Roda-2 untuk Antaran Surat dan Paket bagi Mandor dan Pengantar Pos berstatus Karyawan di Unit Pelaksana Teknis dan Dinas Antaran di Kantor Pusat dan Kantor Regional,Direktur Utama;,145 - KD,keluar keputusan direksi nomor kd 90 dirut 1022 tentang biaya pemakaian sepeda motor roda 2 untuk antaran surat dan paket bagi mandor dan pengantar pos berstatus karyawan di unit pelaksana teknis dan dinas antaran di kantor pusat dan kantor regional direktur utama,KD
Keluar,Keputusan Direksi tentang Perubahan Pertama atas Keputusan Direksi PT Pos Indonesia (Persero) Nomor : KD016/DIRUT/0322 tentang Bantuan Perumahan,Direktur Utama;,147 - Surat Dinas,keluar keputusan direksi tentang perubahan pertama atas keputusan direksi pt pos indonesia persero nomor kd016 dirut 0322 tentang bantuan perumahan direktur utama,SURAT DINAS
Keluar,Keputusan Direksi Nomor : 001/DIR-3/0123 tentang Sistem Kiriman Internasional,Direktur Operasi dan Digital Services;,150 - KD,keluar keputusan direksi nomor 001 dir 3 0123 tentang sistem kiriman internasional direktur operasi dan digital services,KD
Masuk,Estimasi Pembayaran Kewajiban Bunga Periode Januari 2023,Department Head SOE & Institution Department PT Bank KB Bukopin  Tbk,151 - Surat Dinas,masuk estimasi pembayaran kewajiban bunga periode januari 2023 department head soe institution department pt bank kb bukopin tbk,SURAT DINAS
Masuk,Permintaan Fasilitas Sekretariat DPP SPPIKB,DPP SPPI Kuat Bermartabat,152 - Surat Dinas,masuk permintaan fasilitas sekretariat dpp sppikb dpp sppi kuat bermartabat,SURAT DINAS
Masuk,Penawaran Kerjasama,CEO PT Olimp Update Group,153 - Surat Dinas,masuk penawaran kerjasama ceo pt olimp update group,SURAT DINAS
Masuk,Mohon Realisasikan Segera Pembayaran Tunjangan Kinerja dan Jasa Produksi Tahun 2022,DPP SPPI Kuat Bermartabat,154 - Surat Dinas,masuk mohon realisasikan segera pembayaran tunjangan kinerja dan jasa produksi tahun 2022 dpp sppi kuat bermartabat,SURAT DINAS
Masuk,Cuti Bersama tahun 2023,DPP SPPI,155 - Surat Dinas,masuk cuti bersama tahun 2023 dpp sppi,SURAT DINAS
Masuk,Efektivitas Implementasi PKB 2022-2024,DPP SPPI,156 - Surat Dinas,masuk efektivitas implementasi pkb 2022 2024 dpp sppi,SURAT DINAS
Masuk,surat pribadi,Alfian H. Lubis,157 - surat pribadi,masuk surat pribadi alfian h lubis,SURAT PRIBADI
Keluar,ADDENDUM PERTAMA ATAS PERJANJIAN KERJA SAMA ANTARA PT POS INDONESIA (PERSERO) DAN PERUSAHAAN PERSEROAN (PERSERO) PT TELEKOMUNIKASI INDONESIA  TBK NOMOR : 3621/SETPER/1221 NOMOR : K.TEL.159/HK.810/DR3- 10000000/2021 TANGGAL 1 DESEMBER 2021 TENTANG PEKERJAAN FITUR DIGITAL SIGNATURE PADA APLIKASI NOTA DINAS ELEKTRONIK,Corporate Secretary;,158 - SPK dan PKS,keluar addendum pertama atas perjanjian kerja sama antara pt pos indonesia persero dan perusahaan perseroan persero pt telekomunikasi indonesia tbk nomor 3621 setper 1221 nomor k tel 159 hk 810 dr3 10000000 2021 tanggal 1 desember 2021 tentang pekerjaan fitur digital signature pada aplikasi nota dinas elektronik corporate secretary,SPK DAN PKS
Keluar,SPK,karyadi kumpos;,159 - SPK dan PKS,keluar spk karyadi kumpos,SPK DAN PKS
Keluar,SPK,karyadi kumpos;,160 - SPK dan PKS,keluar spk karyadi kumpos,SPK DAN PKS
Keluar,Buku Laporan Manajemen Triwulan IV Tahun 2022,Direktur Utama dan Komisaris Utama;,161 - laporan,keluar buku laporan manajemen triwulan iv tahun 2022 direktur utama dan komisaris utama,LAPORAN
Masuk,Penggilan Mediasi I,Kepala Dinas Ketenagakerjaan Kota Bandung,162 - Surat Dinas,masuk penggilan mediasi i kepala dinas ketenagakerjaan kota bandung,SURAT DINAS
Keluar,permintaan toner,Manajer Rumah Tangga;,163 - Surat Dinas,keluar permintaan toner manajer rumah tangga,SURAT DINAS
Keluar,Guarantee Letter PT Pos Indonesia (Persero),VP Kesekretariatan;,164 - Surat Dinas,keluar guarantee letter pt pos indonesia persero vp kesekretariatan,SURAT DINAS
Keluar,Perjanjian Kerja Sama antara Direktorat Jenderal Perbendaharaan dengan PT Pos Indonesia (Persero) tentang Pelaksanaan Penerimaan Negara secara Elektronik melalui Pos Persepsi,Direktur Utama;,165 - SPK dan PKS,keluar perjanjian kerja sama antara direktorat jenderal perbendaharaan dengan pt pos indonesia persero tentang pelaksanaan penerimaan negara secara elektronik melalui pos persepsi direktur utama,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara Direktorat Jenderal Rehabilitasi Sosial Kementerian Sosial dengan PT Pos Indonesia (Persero) tentang Penyaluran Bantuan Permakanan Bagi Lanjut Usia Keluarga Tunggal Tahun 2022,Direktur Bisnis Jasa Keuangan;,167 - SPK dan PKS,keluar perjanjian kerja sama antara direktorat jenderal rehabilitasi sosial kementerian sosial dengan pt pos indonesia persero tentang penyaluran bantuan permakanan bagi lanjut usia keluarga tunggal tahun 2022 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Koperasi Jasa Merpati Jaya Mandiri tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/Polri dan Pensiunan yang memperoleh Kredit melalui Koperasi Jasa Merpati Jaya mandiri,Direktur Bisnis Jasa Keuangan;,168 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan koperasi jasa merpati jaya mandiri tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui koperasi jasa merpati jaya mandiri direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Koperasi Simpan Pinjam Nasari tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/Polri dan Pensiunan yang memperoleh Kredit melalui Koperasi Simpan Pinjam Nasari,Direktur Bisnis Jasa Keuangan;,169 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan koperasi simpan pinjam nasari tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui koperasi simpan pinjam nasari direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Keputusan Direksi tentang Layanan Sistem Pembayaran Digital Berbasis Giropos,Direktur Bisnis Jasa Keuangan;,170 - KD,keluar keputusan direksi tentang layanan sistem pembayaran digital berbasis giropos direktur bisnis jasa keuangan,KD
Keluar,Keputusan Direksi Nomor : KD.104/DIRUT/1222 tentang Perekrutan Bersama Kementerian Badan Usaha Milik Negara di PT Pos Indonesia (Persero) Batch 2 Tahun 2022,Direktur Utama;,172 - KD,keluar keputusan direksi nomor kd 104 dirut 1222 tentang perekrutan bersama kementerian badan usaha milik negara di pt pos indonesia persero batch 2 tahun 2022 direktur utama,KD
Keluar,Perjanjian Kerja Sama antara Direktorat Jenderal Perbendaharaan dengan PT Pos Indonesia (Persero) tentang Pelaksanaan Penerimaan Negara secara Elektronik melalui Pos Persepsi,Direktur Utama;,173 - SPK dan PKS,keluar perjanjian kerja sama antara direktorat jenderal perbendaharaan dengan pt pos indonesia persero tentang pelaksanaan penerimaan negara secara elektronik melalui pos persepsi direktur utama,SPK DAN PKS
